Index;Year;Rank_Order;LocID;Location;Notes;ISO3_Code;ISO2_Code;City_Code;City_Name;Capital;PWCent_Latitude;PWCent_Longitude;Population;Pop_plausibility;Land_area_km2;Built-up_area_km2
711;2010;11;484;Mexico;;MEX;MX;5439;Ciudad de México (Mexico City);1;19,45;-99,10;18.329;High;2037;581
712;2010;12;76;Brazil;;BRA;BR;7303;São Paulo;0;-23,58;-46,60;18.151;High;1979;600
713;2010;13;356;India;;IND;IN;7945;Mumbai;0;19,13;72,88;17.674;Low;711;127
714;2010;14;156;China;5;CHN;CN;9020;Beijing;1;39,93;116,37;14.332;High;1498;367
715;2010;15;392;Japan;;JPN;JP;4490;Osaka;0;34,72;135,48;14.204;High;2239;624
716;2010;16;586;Pakistan;;PAK;PK;2578;Karachi;0;24,90;67,06;13.951;Moderate;712;164
717;2010;17;840;United States of America;32;USA;US;8354;New York City;0;40,74;-73,93;13.438;High;2626;613
718;2010;18;32;Argentina;;ARG;AR;4459;Buenos Aires;1;-34,65;-58,52;13.343;High;2064;622
719;2010;19;792;Türkiye;;TUR;TR;2626;Istanbul;0;41,02;28,98;13.000;Moderate;1158;238
720;2010;20;764;Thailand;;THA;TH;2286;Krung Thep Maha Nakhon (Bangkok);1;13,76;100,55;12.987;High;2401;530
721;2010;21;643;Russian Federation;;RUS;RU;2485;Moskva (Moscow);1;55,75;37,64;12.790;Moderate;1479;263
722;2010;22;840;United States of America;32;USA;US;1725;Los Angeles;0;33,99;-118,11;11.715;Moderate;3529;1.116
723;2010;23;156;China;5;CHN;CN;11478;Shenzhen;0;22,66;114,01;11.671;High;1398;264
724;2010;24;586;Pakistan;;PAK;PK;8021;Lahore;0;31,54;74,29;10.518;Moderate;723;183
725;2010;25;566;Nigeria;;NGA;NG;1265;Lagos;0;6,57;3,31;10.133;Moderate;1102;354
726;2010;26;704;Viet Nam;;VNM;VN;5435;Ho Chi Minh City;0;10,82;106,69;9.301;Moderate;1275;285
727;2010;27;356;India;;IND;IN;10747;Chennai;0;13,04;80,20;9.291;High;926;181
728;2010;28;250;France;26;FRA;FR;2994;Paris;1;48,85;2,36;9.032;High;1362;340
729;2010;29;76;Brazil;;BRA;BR;7935;Rio de Janeiro;0;-22,85;-43,37;8.981;High;1235;304
730;2010;30;356;India;;IND;IN;9949;Bengaluru;0;13,01;77,56;8.905;Moderate;510;131
731;2010;31;158;China, Taiwan Province of China;8;TWN;TW;12128;Taipei;1;25,02;121,47;8.604;Moderate;911;183
732;2010;32;826;United Kingdom;21;GBR;GB;5938;London;1;51,51;-0,13;8.597;High;1599;368
733;2010;33;604;Peru;;PER;PE;1987;Lima;1;-12,04;-77,01;8.532;High;944;254
734;2010;34;170;Colombia;;COL;CO;3883;Bogotá;1;4,64;-74,11;7.988;Moderate;472;132
735;2010;35;364;Iran (Islamic Republic of);;IRN;IR;5264;Tehr?n (Tehran);1;35,69;51,36;7.714;High;790;214
736;2010;36;360;Indonesia;;IDN;ID;5991;Bandung;0;-6,92;107,63;7.602;Moderate;934;171
737;2010;37;356;India;;IND;IN;9913;Hyderabad;0;17,42;78,48;7.578;High;768;188
738;2010;38;156;China;5;CHN;CN;6602;Chengdu;0;30,67;104,04;7.127;High;880;179
739;2010;39;392;Japan;;JPN;JP;5245;Nagoya;0;35,16;136,93;6.826;Moderate;1914;527
740;2010;40;156;China;5;CHN;CN;10474;Wuhan;0;30,57;114,30;6.720;Moderate;705;130
741;2010;41;156;China;5;CHN;CN;11700;Hangzhou;0;30,22;120,28;6.707;Moderate;1396;240
742;2010;42;360;Indonesia;;IDN;ID;7728;Surabaya;0;-7,39;112,68;6.548;High;1275;220
743;2010;43;356;India;;IND;IN;11027;Hajipur;0;25,83;85,52;6.368;High;1890;90
744;2010;44;180;Democratic Republic of the Congo;;COD;CD;1854;Kinshasa;1;-4,38;15,33;6.280;Moderate;409;147
745;2010;45;356;India;;IND;IN;6408;Ahmedabad;0;23,02;72,60;6.215;Moderate;325;97
746;2010;46;152;Chile;;CHL;CL;2380;Santiago;1;-33,49;-70,65;5.995;High;761;193
747;2010;47;356;India;;IND;IN;8616;Pune;0;18,53;73,86;5.729;High;529;105
748;2010;48;156;China;5;CHN;CN;9414;Tianjin;0;39,13;117,20;5.717;Moderate;424;108
749;2010;49;458;Malaysia;9;MYS;MY;1629;Kuala Lumpur;1;3,10;101,65;5.656;Moderate;1179;260
750;2010;50;818;Egypt;;EGY;EG;275;Alexandria;0;31,19;29,95;5.441;Moderate;445;79
751;2010;51;729;Sudan;;SDN;SD;4325;Al-Khar??m (Khartoum);1;15,61;32,51;5.260;High;866;225
752;2010;52;156;China;5;CHN;CN;11254;Nanjing;0;32,03;118,78;5.224;High;637;116
753;2010;53;156;China;5;CHN;CN;10098;Shenyang;0;41,80;123,39;5.202;High;448;130
754;2010;54;156;China;5;CHN;CN;11800;Chaozhou;0;23,70;116,26;5.027;High;1036;174
755;2010;55;156;China;5;CHN;CN;8833;Chongqing;0;29,55;106,52;4.918;Moderate;456;80
756;2010;56;156;China;5;CHN;CN;11632;Suzhou;0;31,48;120,44;4.864;High;974;156
757;2010;57;368;Iraq;;IRQ;IQ;3303;Baghd?d (Baghdad);1;33,34;44,39;4.778;High;623;172
758;2010;58;356;India;;IND;IN;7233;Surat;0;21,18;72,77;4.757;Low;237;42
759;2010;59;156;China;5;CHN;CN;8371;Xi'an;0;34,26;108,95;4.739;High;582;157
760;2010;60;710;South Africa;;ZAF;ZA;3664;Johannesburg;0;-25,99;27,72;4.684;Moderate;1182;316
761;2010;61;104;Myanmar;;MMR;MM;5433;Yangon;0;16,86;96,15;4.679;High;488;89
762;2010;62;124;Canada;;CAN;CA;2925;Toronto;0;43,72;-79,48;4.657;High;1280;303
763;2010;63;724;Spain;25;ESP;ES;3440;Madrid;1;40,40;-3,71;4.586;Moderate;564;116
764;2010;64;344;China, Hong Kong SAR;6;HKG;HK;11566;Tamar (Hong Kong);1;22,32;114,18;4.577;Low;216;25
765;2010;65;384;Côte d'Ivoire;;CIV;CI;3439;Abidjan;1;5,36;-4,02;4.502;High;447;122
766;2010;66;682;Saudi Arabia;;SAU;SA;2961;Ar-Riy?? (Riyadh);1;24,69;46,72;4.492;High;853;239
767;2010;67;364;Iran (Islamic Republic of);;IRN;IR;7072;Mashhad;0;36,34;59,49;4.394;Moderate;402;76
768;2010;68;702;Singapore;;SGP;SG;165;Singapore;1;1,34;103,84;4.387;Moderate;361;75
769;2010;69;50;Bangladesh;;BGD;BD;7537;Chattogram;0;22,37;91,81;4.312;Moderate;412;51
770;2010;70;356;India;;IND;IN;9603;Kanpur;0;26,46;80,34;4.286;Moderate;265;63
771;2010;71;144;Sri Lanka;;LKA;LK;615;Sri Jayawardenepura Kotte - Colombo;1;6,92;79,92;4.283;Moderate;1105;177
772;2010;72;704;Viet Nam;;VNM;VN;1975;Hà N?i (Hanoi);1;21,01;105,84;4.281;Moderate;786;125
773;2010;73;356;India;;IND;IN;9717;Lucknow;0;26,86;80,97;4.204;High;405;80
774;2010;74;643;Russian Federation;;RUS;RU;568;Saint Petersburg;0;59,93;30,34;4.130;Moderate;480;102
775;2010;75;156;China;5;CHN;CN;12032;Wenzhou;0;27,94;120,67;4.107;High;536;94
776;2010;76;484;Mexico;;MEX;MX;3099;Guadalajara;0;20,66;-103,35;4.007;High;547;172
777;2010;77;156;China;5;CHN;CN;9574;Zhengzhou;0;34,77;113,66;3.958;High;502;112
778;2010;78;288;Ghana;;GHA;GH;3336;Accra;1;5,60;-0,22;3.938;Low;875;270
779;2010;79;156;China;5;CHN;CN;9738;Harbin;0;45,74;126,66;3.927;High;397;93
780;2010;80;360;Indonesia;;IDN;ID;1806;Medan;0;3,60;98,66;3.858;High;573;122
781;2010;81;76;Brazil;;BRA;BR;7802;Belo Horizonte;0;-19,90;-43,99;3.810;High;579;184
782;2010;82;586;Pakistan;;PAK;PK;7724;Faisalabad;0;31,42;73,09;3.786;Moderate;283;66
783;2010;83;404;Kenya;;KEN;KE;2033;Nairobi;1;-1,26;36,85;3.779;High;438;96
784;2010;84;834;United Republic of Tanzania;3;TZA;TZ;3566;Dar es Salaam;1;-6,83;39,23;3.777;Moderate;650;149
785;2010;85;760;Syrian Arab Republic;;SYR;SY;1601;Aleppo;0;36,20;37,14;3.774;Low;244;47
786;2010;86;4;Afghanistan;;AFG;AF;4703;K?bul (Kabul);1;34,53;69,15;3.767;Moderate;301;56
787;2010;87;504;Morocco;;MAR;MA;2076;Casablanca;0;33,58;-7,54;3.762;High;380;57
788;2010;88;400;Jordan;;JOR;JO;850;Amm?n (Amman);1;31,98;35,96;3.728;Moderate;466;108
789;2010;89;484;Mexico;;MEX;MX;6218;Monterrey;0;25,71;-100,29;3.727;Moderate;619;161
790;2010;90;586;Pakistan;;PAK;PK;7017;Isl?m?b?d;1;33,61;73,06;3.693;High;459;104
791;2010;91;231;Ethiopia;;ETH;ET;6353;?d?s ?beba (Addis Ababa);1;9,01;38,75;3.691;High;422;91
792;2010;92;356;India;;IND;IN;9765;Kochi;0;9,93;76,33;3.679;High;965;126
793;2010;93;840;United States of America;32;USA;US;7747;Chicago;0;41,87;-87,71;3.615;Moderate;910;258
794;2010;94;214;Dominican Republic;;DOM;DO;1455;Santo Domingo;1;18,49;-69,92;3.588;High;412;96
795;2010;95;566;Nigeria;;NGA;NG;8435;Kano;0;11,99;8,51;3.572;High;340;102
796;2010;96;24;Angola;;AGO;AO;939;Luanda;1;-8,87;13,30;3.544;Low;664;212
797;2010;97;156;China;5;CHN;CN;10990;Hefei;0;31,85;117,27;3.533;High;399;84
798;2010;98;156;China;5;CHN;CN;11820;Puning;0;23,27;116,38;3.456;High;670;104
799;2010;99;566;Nigeria;;NGA;NG;7330;Onitsha;0;6,27;6,73;3.405;Moderate;863;163
800;2010;100;300;Greece;;GRC;GR;833;Athína (Athens);1;37,99;23,73;3.383;Moderate;407;114
801;2015;1;360;Indonesia;;IDN;ID;5590;Jakarta;1;-6,33;106,82;36.099;High;4542;952
802;2015;2;392;Japan;;JPN;JP;6030;T?ky? (Tokyo);1;35,67;139,65;33.104;High;5105;1.410
803;2015;3;50;Bangladesh;;BGD;BD;6249;Dhaka;1;23,64;90,62;28.339;Moderate;4635;303
804;2015;4;356;India;;IND;IN;8364;New Delhi;1;28,62;77,22;26.122;High;1941;482
805;2015;5;156;China;5;CHN;CN;11306;Guangzhou;0;23,38;113,11;25.321;High;4339;930
806;2015;6;156;China;5;CHN;CN;11738;Shanghai;0;31,21;121,44;23.831;High;2822;634
807;2015;7;608;Philippines;;PHL;PH;2369;Manila;1;14,59;121,02;22.677;High;2364;404
808;2015;8;818;Egypt;;EGY;EG;4435;Al-Qahirah (Cairo);1;30,06;31,25;21.551;Moderate;1471;304
809;2015;9;410;Republic of Korea;;KOR;KR;332;Seoul;1;37,49;126,95;21.459;Moderate;2204;444
810;2015;10;356;India;;IND;IN;11821;Kolkata;0;22,58;88,35;21.295;Moderate;2147;302
811;2015;11;484;Mexico;;MEX;MX;5439;Ciudad de México (Mexico City);1;19,45;-99,10;18.955;High;2094;605
812;2015;12;76;Brazil;;BRA;BR;7303;São Paulo;0;-23,58;-46,60;18.680;High;2013;618
813;2015;13;356;India;;IND;IN;7945;Mumbai;0;19,13;72,89;18.337;Low;718;131
814;2015;14;586;Pakistan;;PAK;PK;2578;Karachi;0;24,90;67,07;15.812;Moderate;755;174
815;2015;15;156;China;5;CHN;CN;9020;Beijing;1;39,93;116,37;15.432;High;1629;416
816;2015;16;764;Thailand;;THA;TH;2286;Krung Thep Maha Nakhon (Bangkok);1;13,76;100,55;14.915;High;2532;597
817;2015;17;792;Türkiye;;TUR;TR;2626;Istanbul;0;41,01;28,98;13.843;Moderate;1225;253
818;2015;18;392;Japan;;JPN;JP;4490;Osaka;0;34,72;135,48;13.815;High;2239;635
819;2015;19;32;Argentina;;ARG;AR;4459;Buenos Aires;1;-34,65;-58,52;13.767;High;2148;649
820;2015;20;840;United States of America;32;USA;US;8354;New York City;0;40,74;-73,93;13.745;High;2677;628
821;2015;21;643;Russian Federation;;RUS;RU;2485;Moskva (Moscow);1;55,75;37,64;13.480;Moderate;1512;275
822;2015;22;156;China;5;CHN;CN;11478;Shenzhen;0;22,66;114,01;12.486;High;1440;290
823;2015;23;840;United States of America;32;USA;US;1725;Los Angeles;0;33,99;-118,10;12.106;Moderate;3610;1.143
824;2015;24;586;Pakistan;;PAK;PK;8021;Lahore;0;31,54;74,29;11.829;Moderate;772;199
825;2015;25;704;Viet Nam;;VNM;VN;5435;Ho Chi Minh City;0;10,83;106,69;11.249;High;1376;329
826;2015;26;566;Nigeria;;NGA;NG;1265;Lagos;0;6,57;3,31;11.092;Moderate;1144;396
827;2015;27;356;India;;IND;IN;9949;Bengaluru;0;13,01;77,56;10.749;Moderate;573;154
828;2015;28;356;India;;IND;IN;10747;Chennai;0;13,04;80,20;10.092;High;952;206
829;2015;29;604;Peru;;PER;PE;1987;Lima;1;-12,04;-77,01;9.288;High;964;262
830;2015;30;826;United Kingdom;21;GBR;GB;5938;London;1;51,51;-0,13;9.275;High;1622;375
831;2015;31;76;Brazil;;BRA;BR;7935;Rio de Janeiro;0;-22,85;-43,37;9.274;High;1242;315
832;2015;32;250;France;26;FRA;FR;2994;Paris;1;48,85;2,36;9.272;High;1377;345
833;2015;33;170;Colombia;;COL;CO;3883;Bogotá;1;4,65;-74,11;8.934;Moderate;497;140
834;2015;34;158;China, Taiwan Province of China;8;TWN;TW;12128;Taipei;1;25,02;121,47;8.855;Moderate;924;191
835;2015;35;356;India;;IND;IN;9913;Hyderabad;0;17,42;78,48;8.304;High;825;212
836;2015;36;360;Indonesia;;IDN;ID;5991;Bandung;0;-6,93;107,63;8.156;Moderate;966;177
837;2015;37;364;Iran (Islamic Republic of);;IRN;IR;5264;Tehr?n (Tehran);1;35,69;51,36;8.118;High;775;219
838;2015;38;180;Democratic Republic of the Congo;;COD;CD;1854;Kinshasa;1;-4,38;15,33;7.961;Moderate;433;152
839;2015;39;356;India;;IND;IN;11027;Hajipur;0;25,83;85,53;7.761;High;2339;112
840;2015;40;24;Angola;;AGO;AO;939;Luanda;1;-8,88;13,30;7.109;Moderate;890;247
841;2015;41;156;China;5;CHN;CN;10474;Wuhan;0;30,57;114,29;7.073;High;717;147
842;2015;42;392;Japan;;JPN;JP;5245;Nagoya;0;35,16;136,93;7.038;Moderate;1962;548
843;2015;43;156;China;5;CHN;CN;11700;Hangzhou;0;30,22;120,28;6.862;Moderate;1461;298
844;2015;44;356;India;;IND;IN;6408;Ahmedabad;0;23,02;72,60;6.836;Moderate;351;107
845;2015;45;360;Indonesia;;IDN;ID;7728;Surabaya;0;-7,39;112,68;6.801;High;1308;233
846;2015;46;156;China;5;CHN;CN;9414;Tianjin;0;39,13;117,19;6.770;Moderate;486;129
847;2015;47;156;China;5;CHN;CN;6602;Chengdu;0;30,67;104,04;6.744;High;878;200
848;2015;48;458;Malaysia;9;MYS;MY;1629;Kuala Lumpur;1;3,10;101,64;6.661;High;1250;285
849;2015;49;356;India;;IND;IN;8616;Pune;0;18,53;73,86;6.316;High;555;122
850;2015;50;152;Chile;;CHL;CL;2380;Santiago;1;-33,49;-70,66;6.232;Moderate;779;212
851;2015;51;156;China;5;CHN;CN;11632;Suzhou;0;31,31;120,69;6.124;High;1100;216
852;2015;52;156;China;5;CHN;CN;11254;Nanjing;0;32,03;118,78;5.942;High;685;137
853;2015;53;818;Egypt;;EGY;EG;275;Alexandria;0;31,19;29,95;5.938;Moderate;463;86
854;2015;54;156;China;5;CHN;CN;8833;Chongqing;0;29,55;106,52;5.907;Moderate;500;96
855;2015;55;729;Sudan;;SDN;SD;4325;Al-Khar??m (Khartoum);1;15,61;32,51;5.897;High;899;235
856;2015;56;682;Saudi Arabia;;SAU;SA;2961;Ar-Riy?? (Riyadh);1;24,69;46,72;5.675;High;924;261
857;2015;57;356;India;;IND;IN;7233;Surat;0;21,17;72,77;5.625;Low;260;49
858;2015;58;156;China;5;CHN;CN;11800;Chaozhou;0;23,70;116,24;5.555;High;1111;192
859;2015;59;156;China;5;CHN;CN;10098;Shenyang;0;41,80;123,39;5.459;High;454;143
860;2015;60;710;South Africa;;ZAF;ZA;3664;Johannesburg;0;-25,99;27,72;5.425;Moderate;1258;338
861;2015;61;368;Iraq;;IRQ;IQ;3303;Baghd?d (Baghdad);1;33,34;44,39;5.406;High;654;180
862;2015;62;834;United Republic of Tanzania;3;TZA;TZ;3566;Dar es Salaam;1;-6,83;39,22;5.210;Moderate;761;177
863;2015;63;104;Myanmar;;MMR;MM;5433;Yangon;0;16,86;96,15;5.177;High;493;95
864;2015;64;384;Côte d'Ivoire;;CIV;CI;3439;Abidjan;1;5,36;-4,02;5.105;High;473;132
865;2015;65;156;China;5;CHN;CN;8371;Xi'an;0;34,26;108,95;5.010;High;600;175
866;2015;66;724;Spain;25;ESP;ES;3440;Madrid;1;40,41;-3,71;5.001;Moderate;602;127
867;2015;67;124;Canada;;CAN;CA;2925;Toronto;0;43,73;-79,48;4.984;High;1322;319
868;2015;68;364;Iran (Islamic Republic of);;IRN;IR;7072;Mashhad;0;36,34;59,49;4.801;Moderate;451;82
869;2015;69;704;Viet Nam;;VNM;VN;1975;Hà N?i (Hanoi);1;21,01;105,84;4.770;Moderate;852;147
870;2015;70;344;China, Hong Kong SAR;6;HKG;HK;11566;Tamar (Hong Kong);1;22,32;114,18;4.734;Low;217;27
871;2015;71;702;Singapore;;SGP;SG;165;Singapore;1;1,35;103,84;4.730;Moderate;363;76
872;2015;72;400;Jordan;;JOR;JO;850;Amm?n (Amman);1;31,98;35,95;4.701;High;496;120
873;2015;73;404;Kenya;;KEN;KE;2033;Nairobi;1;-1,26;36,85;4.674;High;509;110
874;2015;74;356;India;;IND;IN;9717;Lucknow;0;26,86;80,97;4.618;High;429;92
875;2015;75;144;Sri Lanka;;LKA;LK;615;Sri Jayawardenepura Kotte - Colombo;1;6,91;79,93;4.614;Moderate;1190;193
876;2015;76;288;Ghana;;GHA;GH;3336;Accra;1;5,61;-0,22;4.598;Low;1003;314
877;2015;77;50;Bangladesh;;BGD;BD;7537;Chattogram;0;22,37;91,81;4.589;Moderate;461;55
878;2015;78;231;Ethiopia;;ETH;ET;6353;?d?s ?beba (Addis Ababa);1;9,01;38,75;4.577;High;446;102
879;2015;79;156;China;5;CHN;CN;9574;Zhengzhou;0;34,77;113,66;4.433;High;542;133
880;2015;80;643;Russian Federation;;RUS;RU;568;Saint Petersburg;0;59,93;30,34;4.411;Moderate;494;106
881;2015;81;356;India;;IND;IN;9603;Kanpur;0;26,46;80,34;4.386;Moderate;268;66
882;2015;82;586;Pakistan;;PAK;PK;7724;Faisalabad;0;31,42;73,09;4.300;Moderate;293;71
883;2015;83;4;Afghanistan;;AFG;AF;4703;K?bul (Kabul);1;34,53;69,15;4.283;Moderate;314;58
884;2015;84;156;China;5;CHN;CN;10990;Hefei;0;31,85;117,27;4.202;High;478;109
885;2015;85;484;Mexico;;MEX;MX;3099;Guadalajara;0;20,65;-103,35;4.182;High;579;184
886;2015;86;156;China;5;CHN;CN;12032;Wenzhou;0;28,10;120,58;4.175;High;547;103
887;2015;87;586;Pakistan;;PAK;PK;7017;Isl?m?b?d;1;33,61;73,06;4.158;High;510;120
888;2015;88;566;Nigeria;;NGA;NG;7330;Onitsha;0;6,27;6,73;4.140;Moderate;932;175
889;2015;89;156;China;5;CHN;CN;9738;Harbin;0;45,74;126,66;4.128;High;407;102
890;2015;90;356;India;;IND;IN;9765;Kochi;0;9,94;76,33;4.124;High;1034;142
891;2015;91;360;Indonesia;;IDN;ID;1806;Medan;0;3,60;98,66;4.084;High;599;126
892;2015;92;566;Nigeria;;NGA;NG;8435;Kano;0;11,99;8,51;4.070;High;379;117
893;2015;93;504;Morocco;;MAR;MA;2076;Casablanca;0;33,58;-7,54;4.049;High;395;61
894;2015;94;214;Dominican Republic;;DOM;DO;1455;Santo Domingo;1;18,49;-69,92;4.043;High;471;106
895;2015;95;76;Brazil;;BRA;BR;7802;Belo Horizonte;0;-19,90;-43,99;4.008;High;589;191
896;2015;96;484;Mexico;;MEX;MX;6218;Monterrey;0;25,71;-100,28;3.881;Moderate;630;176
897;2015;97;356;India;;IND;IN;9587;Kozhikode;0;11,16;75,90;3.875;Moderate;680;53
898;2015;98;784;United Arab Emirates;;ARE;AE;865;Dubai;0;25,23;55,34;3.715;High;790;179
899;2015;99;36;Australia;33;AUS;AU;2139;Sydney;0;-33,86;151,08;3.678;Moderate;1261;291
900;2015;100;156;China;5;CHN;CN;11820;Puning;0;23,27;116,38;3.656;High;676;112
901;2020;1;360;Indonesia;;IDN;ID;5590;Jakarta;1;-6,32;106,82;39.069;High;4671;975
902;2020;2;392;Japan;;JPN;JP;6030;T?ky? (Tokyo);1;35,67;139,65;33.699;High;5143;1.445
903;2020;3;50;Bangladesh;;BGD;BD;6249;Dhaka;1;23,63;90,62;32.636;Moderate;5907;350
904;2020;4;356;India;;IND;IN;8364;New Delhi;1;28,62;77,22;29.101;High;2061;512
905;2020;5;156;China;5;CHN;CN;11738;Shanghai;0;31,21;121,44;27.654;High;2946;679
906;2020;6;156;China;5;CHN;CN;11306;Guangzhou;0;23,38;113,11;26.508;High;4374;962
907;2020;7;608;Philippines;;PHL;PH;2369;Manila;1;14,58;121,02;24.014;High;2373;411
908;2020;8;818;Egypt;;EGY;EG;4435;Al-Qahirah (Cairo);1;30,07;31,26;24.002;Moderate;1530;335
909;2020;9;410;Republic of Korea;;KOR;KR;332;Seoul;1;37,49;126,95;22.235;Moderate;2267;461
910;2020;10;356;India;;IND;IN;11821;Kolkata;0;22,58;88,35;22.049;Moderate;2218;310
911;2020;11;586;Pakistan;;PAK;PK;2578;Karachi;0;24,90;67,07;19.341;Moderate;795;180
912;2020;12;356;India;;IND;IN;7945;Mumbai;0;19,13;72,89;19.328;Moderate;724;133
913;2020;13;76;Brazil;;BRA;BR;7303;São Paulo;0;-23,58;-46,60;18.802;High;2015;626
914;2020;14;484;Mexico;;MEX;MX;5439;Ciudad de México (Mexico City);1;19,45;-99,10;17.610;High;2095;620
915;2020;15;764;Thailand;;THA;TH;2286;Krung Thep Maha Nakhon (Bangkok);1;13,76;100,55;17.250;High;2600;617
916;2020;16;156;China;5;CHN;CN;9020;Beijing;1;39,93;116,37;16.484;High;1661;446
917;2020;17;792;Türkiye;;TUR;TR;2626;Istanbul;0;41,01;28,99;14.610;Moderate;1259;265
918;2020;18;643;Russian Federation;;RUS;RU;2485;Moskva (Moscow);1;55,75;37,64;14.268;Moderate;1514;282
919;2020;19;840;United States of America;32;USA;US;8354;New York City;0;40,74;-73,94;14.048;High;2699;634
920;2020;20;586;Pakistan;;PAK;PK;8021;Lahore;0;31,54;74,29;14.025;Moderate;877;228
921;2020;21;32;Argentina;;ARG;AR;4459;Buenos Aires;1;-34,65;-58,52;13.941;Moderate;2167;666
922;2020;22;392;Japan;;JPN;JP;4490;Osaka;0;34,72;135,48;13.457;High;2232;639
923;2020;23;156;China;5;CHN;CN;11478;Shenzhen;0;22,66;114,01;13.434;High;1478;302
924;2020;24;704;Viet Nam;;VNM;VN;5435;Ho Chi Minh City;0;10,83;106,69;13.097;High;1460;347
925;2020;25;356;India;;IND;IN;9949;Bengaluru;0;13,01;77,56;12.906;Moderate;637;164
926;2020;26;840;United States of America;32;USA;US;1725;Los Angeles;0;33,99;-118,10;12.491;Moderate;3650;1.158
927;2020;27;566;Nigeria;;NGA;NG;1265;Lagos;0;6,57;3,31;12.012;Moderate;1171;408
928;2020;28;356;India;;IND;IN;10747;Chennai;0;13,04;80,20;10.920;High;1009;215
929;2020;29;180;Democratic Republic of the Congo;;COD;CD;1854;Kinshasa;1;-4,38;15,33;10.454;Moderate;478;164
930;2020;30;604;Peru;;PER;PE;1987;Lima;1;-12,04;-77,01;10.037;High;974;270
931;2020;31;826;United Kingdom;21;GBR;GB;5938;London;1;51,51;-0,13;9.991;High;1632;379
932;2020;32;170;Colombia;;COL;CO;3883;Bogotá;1;4,65;-74,12;9.935;Moderate;517;147
933;2020;33;24;Angola;;AGO;AO;939;Luanda;1;-8,88;13,30;9.775;High;933;280
934;2020;34;76;Brazil;;BRA;BR;7935;Rio de Janeiro;0;-22,85;-43,37;9.418;High;1245;320
935;2020;35;250;France;26;FRA;FR;2994;Paris;1;48,85;2,36;9.346;High;1380;350
936;2020;36;158;China, Taiwan Province of China;8;TWN;TW;12128;Taipei;1;25,02;121,46;9.234;Moderate;940;195
937;2020;37;356;India;;IND;IN;11027;Hajipur;0;25,83;85,53;9.070;High;2879;142
938;2020;38;356;India;;IND;IN;9913;Hyderabad;0;17,42;78,48;9.013;High;861;224
939;2020;39;364;Iran (Islamic Republic of);;IRN;IR;5264;Tehr?n (Tehran);1;35,69;51,36;8.889;High;782;226
940;2020;40;360;Indonesia;;IDN;ID;5991;Bandung;0;-6,93;107,63;8.536;Moderate;975;179
941;2020;41;458;Malaysia;9;MYS;MY;1629;Kuala Lumpur;1;3,10;101,64;7.863;High;1300;298
942;2020;42;156;China;5;CHN;CN;11632;Suzhou;0;31,30;120,68;7.615;High;1144;236
943;2020;43;156;China;5;CHN;CN;10474;Wuhan;0;30,57;114,29;7.559;High;726;155
944;2020;44;356;India;;IND;IN;6408;Ahmedabad;0;23,02;72,60;7.467;Moderate;362;111
945;2020;45;392;Japan;;JPN;JP;5245;Nagoya;0;35,16;136,93;7.282;Moderate;2003;561
946;2020;46;156;China;5;CHN;CN;8833;Chongqing;0;29,55;106,52;7.206;Moderate;554;109
947;2020;47;156;China;5;CHN;CN;9414;Tianjin;0;39,13;117,19;7.042;Moderate;494;137
948;2020;48;818;Egypt;;EGY;EG;275;Alexandria;0;31,19;29,95;6.871;Moderate;514;101
949;2020;49;156;China;5;CHN;CN;11700;Hangzhou;0;30,22;120,28;6.864;Moderate;1455;314
950;2020;50;360;Indonesia;;IDN;ID;7728;Surabaya;0;-7,39;112,68;6.861;High;1299;235
951;2020;51;834;United Republic of Tanzania;3;TZA;TZ;3566;Dar es Salaam;1;-6,84;39,22;6.851;High;841;189
952;2020;52;156;China;5;CHN;CN;11254;Nanjing;0;32,03;118,78;6.794;High;728;148
953;2020;53;356;India;;IND;IN;7233;Surat;0;21,17;72,77;6.594;Low;282;54
954;2020;54;152;Chile;;CHL;CL;2380;Santiago;1;-33,50;-70,65;6.567;Moderate;785;218
955;2020;55;356;India;;IND;IN;8616;Pune;0;18,53;73,86;6.558;High;578;128
956;2020;56;710;South Africa;;ZAF;ZA;3664;Johannesburg;0;-26,22;28,01;6.519;Moderate;1375;368
957;2020;57;729;Sudan;;SDN;SD;4325;Al-Khar??m (Khartoum);1;15,61;32,51;6.427;High;918;246
958;2020;58;682;Saudi Arabia;;SAU;SA;2961;Ar-Riy?? (Riyadh);1;24,69;46,72;6.294;High;1037;341
959;2020;59;156;China;5;CHN;CN;6602;Chengdu;0;30,67;104,04;6.269;High;871;207
960;2020;60;156;China;5;CHN;CN;11800;Chaozhou;0;23,70;116,24;6.168;High;1177;202
961;2020;61;400;Jordan;;JOR;JO;850;Amm?n (Amman);1;31,98;35,96;6.156;High;506;129
962;2020;62;368;Iraq;;IRQ;IQ;3303;Baghd?d (Baghdad);1;33,34;44,39;6.134;High;679;190
963;2020;63;384;Côte d'Ivoire;;CIV;CI;3439;Abidjan;1;5,36;-4,02;6.064;High;498;142
964;2020;64;231;Ethiopia;;ETH;ET;6353;?d?s ?beba (Addis Ababa);1;9,01;38,75;5.909;High;459;108
965;2020;65;356;India;;IND;IN;9587;Kozhikode;0;11,16;75,92;5.870;Moderate;1057;67
966;2020;66;156;China;5;CHN;CN;10098;Shenyang;0;41,80;123,39;5.783;High;481;157
